movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,timestamp_ingreso,timestamp_egreso,duracion_horas,exceso_velocidad_real,exceso_velocidad
MOV-00085,B-032,ONE-PLATA,R-06,MUELLE-E,CONTENEDORES,ROTTERDAM,2020-12-19,21:45,2020-12-21,00:00,3661.36,16.7,15,DESPACHADO,2020-12-19 21:45:00,2020-12-21 00:00:00,26.25,1.6999999999999993,0.9499999999999993
MOV-00088,B-011,YANG-ESTE,R-03,MUELLE-B,TRIGO,SANTA FE,2021-10-24,22:18,2021-10-26,15:18,3415.63,11.2,10,EN_REVISION,2021-10-24 22:18:00,2021-10-26 15:18:00,41.0,1.1999999999999993,0.6999999999999993
MOV-00089,B-026,HAPAG-SUR,R-03,MUELLE-E,HARINA,ROTTERDAM,2022-04-05,16:47,2022-04-07,18:29,3376.24,13.3,10,RECHAZADO,2022-04-05 16:47:00,2022-04-07 18:29:00,49.7,3.3000000000000007,2.8000000000000007
MOV-00098,B-023,MSC-GENOVA,R-06,MUELLE-A,CONTENEDORES,VALPARAISO,2022-10-04,01:09,2022-10-05,22:10,5952.49,20.2,12,DESPACHADO,2022-10-04 01:09:00,2022-10-05 22:10:00,45.016666666666666,8.2,7.599999999999998
MOV-00101,B-029,CMA-ROSARIO,R-02,MUELLEC,SOJA,SANTA FE,1900-01-01,23:25,2024-08-12,21:51,7588.44,14.1,12,RECHAZADO,1900-01-01 23:25:00,2024-08-12 21:51:00,1092334.4333333333,2.0999999999999996,1.4999999999999982
MOV-00102,B-013,ONE-PLATA,R-04,MUELLE-F,GRANOS,ROTTERDAM,1900-01-01,16:20,2023-03-06,19:52,2924.29,12.7,12,EN_REVISION,1900-01-01 16:20:00,2023-03-06 19:52:00,1079739.5333333334,0.6999999999999993,0.09999999999999787
MOV-00108,B-019,COSCO-STAR,R-08,MUELLE-A,HARINA,ROTTERDAM,2023-08-07,17:24,2023-08-08,17:21,3238.98,12.3,10,RECHAZADO,2023-08-07 17:24:00,2023-08-08 17:21:00,23.95,2.3000000000000007,1.8000000000000007
MOV-00110,B-005,COSCO-STAR,R-07,MUELLE-E,CONTENEDORES,SHANGHAI,2024-05-29,22:39,2024-06-01,22:57,2342.09,11.2,10,EN_REVISION,2024-05-29 22:39:00,2024-06-01 22:57:00,72.3,1.1999999999999993,0.6999999999999993
MOV-00112,B-014,MAERSK-PAMPAS,R-08,MUELLE-E,ACEITE,SANTA FE,2020-10-04,16:56,2020-10-04,01:16,6728.89,13.9,12,PENDIENTE,2020-10-04 16:56:00,2020-10-04 01:16:00,-15.666666666666666,1.9000000000000004,1.299999999999999
MOV-00116,B-036,HAPAG-RIO,R-06,MUELLE-F,SOJA,SAO PAULO,2024-06-02,10:23,2024-06-03,03:40,5405.43,18.0,12,EN_REVISION,2024-06-02 10:23:00,2024-06-03 03:40:00,17.283333333333335,6.0,5.399999999999999
MOV-00121,B-007,PIL-SANTA,R-04,MUELLE-D,HARINA,VALPARAISO,2024-10-11,00:00,2024-10-13,00:00,7090.14,13.7,10,RECHAZADO,2024-10-11 00:00:00,2024-10-13 00:00:00,48.0,3.6999999999999993,3.1999999999999993
MOV-00127,B-009,CMA-ROSARIO,R-07,MUELLE-E,HARINA,SHANGHAI,2023-11-07,11:58,2023-11-08,05:32,5509.85,16.0,12,PENDIENTE,2023-11-07 11:58:00,2023-11-08 05:32:00,17.566666666666666,4.0,3.3999999999999986
MOV-00128,B-034,MAERSK-LIMA,R-01,MUELLE-D,MAIZ,SANTA FE,2021-08-09,21:16,2021-08-10,12:04,5618.79,16.8,10,DESPACHADO,2021-08-09 21:16:00,2021-08-10 12:04:00,14.8,6.800000000000001,6.300000000000001
MOV-00133,B-008,ZIM-NORTE,R-01,MUELLE-F,SOJA,SANTA FE,2024-05-30,21:19,2024-05-31,04:04,4111.59,14.8,12,DESPACHADO,2024-05-30 21:19:00,2024-05-31 04:04:00,6.75,2.8000000000000007,2.1999999999999993
MOV-00136,B-031,CMA-LITORAL,R-08,MUELLE-C,HARINA,HAMBURG,2024-10-24,04:57,2024-10-27,11:29,5737.11,15.7,12,DESPACHADO,2024-10-24 04:57:00,2024-10-27 11:29:00,78.53333333333333,3.6999999999999993,3.099999999999998
MOV-00137,B-026,ZIM-DELTA,R-05,MUELLE-B,MINERALES,BUENOS AIRES,2024-10-02,19:43,2024-10-03,18:48,4885.13,12.3,10,RECHAZADO,2024-10-02 19:43:00,2024-10-03 18:48:00,23.083333333333332,2.3000000000000007,1.8000000000000007
MOV-00140,B-026,YANG-ESTE,R-01,MUELLE-F,HARINA,BUENOS AIRES,2020-12-15,07:53,2020-12-17,00:00,1422.1,15.0,12,PENDIENTE,2020-12-15 07:53:00,2020-12-17 00:00:00,40.11666666666667,3.0,2.3999999999999986
MOV-00142,B-019,YANG-ESTE,R-07,MUELLE-C,TRIGO,SANTA FE,2022-02-07,20:13,2022-02-09,00:13,4469.82,11.3,10,DESPACHADO,2022-02-07 20:13:00,2022-02-09 00:13:00,28.0,1.3000000000000007,0.8000000000000007
MOV-00143,B-037,EVERGREEN-02,R-07,MUELLE-F,MAIZ,BUENOS AIRES,2020-07-24,06:32,2020-07-26,09:21,3243.42,13.5,10,PENDIENTE,2020-07-24 06:32:00,2020-07-26 09:21:00,50.81666666666667,3.5,3.0
MOV-00145,B-005,COSCO-STAR,R-05,MUELLE-F,ACEITE,SHANGHAI,2022-04-07,18:00,2022-04-09,00:09,5457.35,19.6,12,EN_REVISION,2022-04-07 18:00:00,2022-04-09 00:09:00,30.15,7.600000000000001,7.0
MOV-00146,B-030,PIL-OESTE,R-01,MUELLE-D,SOJA,VALPARAISO,2023-10-18,22:14,2023-10-20,04:19,3433.59,15.6,10,DESPACHADO,2023-10-18 22:14:00,2023-10-20 04:19:00,30.083333333333332,5.6,5.1
MOV-00147,B-013,HAPAG-SUR,R-04,MUELLE-B,TRIGO,VALPARAISO,2021-12-30,00:00,2021-12-30,10:55,5296.73,17.6,15,PENDIENTE,2021-12-30 00:00:00,2021-12-30 10:55:00,10.916666666666666,2.6000000000000014,1.8500000000000014
MOV-00149,B-024,EVERGREEN02,R-07,MUELLE-C,MINERALES,MONTEVIDEO,2024-01-16,08:51,2024-01-17,17:47,6811.06,11.4,10,PENDIENTE,2024-01-16 08:51:00,2024-01-17 17:47:00,32.93333333333333,1.4000000000000004,0.9000000000000004
MOV-00160,B-007,EVER-GLORY,R-07,MUELLE-F,MINERALES,VALPARAISO,2020-01-27,06:41,2020-01-30,05:06,3906.55,15.0,10,DESPACHADO,2020-01-27 06:41:00,2020-01-30 05:06:00,70.41666666666667,5.0,4.5
MOV-00169,B-016,PIL-OESTE,R-03,MUELLE-D,HARINA,SHANGHAI,2023-04-04,17:43,2023-04-05,04:11,4211.84,11.5,10,RECHAZADO,2023-04-04 17:43:00,2023-04-05 04:11:00,10.466666666666667,1.5,1.0
MOV-00170,B-021,MAERSK-PAMPAS,R-07,MUELLE-C,MINERALES,VALPARAISO,2020-02-23,00:00,2020-02-25,18:20,5103.71,10.6,10,PENDIENTE,2020-02-23 00:00:00,2020-02-25 18:20:00,66.33333333333333,0.5999999999999996,0.09999999999999964
MOV-00172,B-016,ONE-PLATA,R-07,MUELLE-F,GRANOS,ROTTERDAM,2024-05-03,09:29,2024-05-04,21:32,5476.51,15.0,12,DESPACHADO,2024-05-03 09:29:00,2024-05-04 21:32:00,36.05,3.0,2.3999999999999986
MOV-00176,B-014,YANG-ESTE,R-01,MUELLE-A,SOJA,HAMBURG,2022-12-12,18:39,2022-12-14,00:00,2911.86,14.6,12,EN_REVISION,2022-12-12 18:39:00,2022-12-14 00:00:00,29.35,2.5999999999999996,1.9999999999999982
MOV-00181,B-019,PIL-OESTE,R-04,MUELLE-B,SOJA,VALPARAISO,2022-08-22,21:03,2022-08-23,01:25,4625.31,11.8,10,EN_REVISION,2022-08-22 21:03:00,2022-08-23 01:25:00,4.366666666666666,1.8000000000000007,1.3000000000000007
MOV-00189,B-039,HAPAG-RIO,R-03,MUELLE-F,MINERALES,SHANGHAI,2021-01-05,16:55,2021-01-06,06:13,4868.31,16.6,12,PENDIENTE,2021-01-05 16:55:00,2021-01-06 06:13:00,13.3,4.600000000000001,4.0
MOV-00190,B-011,CMA-LITORAL,R-07,MUELLE-D,HARINA,HAMBURG,1900-01-01,04:33,2021-06-23,07:52,3633.6,15.2,12,PENDIENTE,1900-01-01 04:33:00,2021-06-23 07:52:00,1064835.3166666667,3.1999999999999993,2.599999999999998
MOV-00192,B-039,CMA-ROSARIO,R-07,MUELLE-F,MAIZ,BUENOS AIRES,2023-08-01,14:59,2023-08-03,22:58,4971.79,15.4,10,PENDIENTE,2023-08-01 14:59:00,2023-08-03 22:58:00,55.983333333333334,5.4,4.9
MOV-00194,B-015,MSC-GENOVA,R-07,MUELLE-F,MINERALES,BUENOS AIRES,2023-07-18,20:05,2023-07-20,00:00,4489.78,14.2,10,EN_REVISION,2023-07-18 20:05:00,2023-07-20 00:00:00,27.916666666666668,4.199999999999999,3.6999999999999993
MOV-00195,B-009,EVER-GLORY,R-04,MUELLE-A,TRIGO,HAMBURG,1900-01-01,17:53,2022-10-23,17:46,6380.91,13.4,12,RECHAZADO,1900-01-01 17:53:00,2022-10-23 17:46:00,1076519.8833333333,1.4000000000000004,0.7999999999999989
MOV-00199,B-008,CMA-ROSARIO,R-08,MUELLE-D,MAIZ,MONTEVIDEO,2022-06-09,08:21,2022-06-11,04:05,6076.86,13.0,10,DESPACHADO,2022-06-09 08:21:00,2022-06-11 04:05:00,43.733333333333334,3.0,2.5
MOV-00200,B-027,ONEPARANA,R-07,MUELLE-B,SOJA,HAMBURG,2023-06-02,14:11,2023-06-04,17:01,6209.9,13.1,10,RECHAZADO,2023-06-02 14:11:00,2023-06-04 17:01:00,50.833333333333336,3.0999999999999996,2.5999999999999996
MOV-00204,B-015,MSC-ALPHA,R-06,MUELLE-C,CONTENEDORES,VALPARAISO,2022-10-23,16:53,2022-10-24,19:46,6017.96,13.1,12,DESPACHADO,2022-10-23 16:53:00,2022-10-24 19:46:00,26.883333333333333,1.0999999999999996,0.4999999999999982
MOV-00206,B-030,YANG-MING,R-03,MUELLE-C,MAIZ,VALPARAISO,2020-10-30,11:18,2020-11-02,07:21,1826.69,12.8,10,PENDIENTE,2020-10-30 11:18:00,2020-11-02 07:21:00,68.05,2.8000000000000007,2.3000000000000007
MOV-00208,B-003,CMA-ROSARIO,R-02,MUELLE-C,GRANOS,ROTTERDAM,2023-05-30,20:12,2023-06-02,13:21,4501.51,12.4,10,PENDIENTE,2023-05-30 20:12:00,2023-06-02 13:21:00,65.15,2.4000000000000004,1.9000000000000004
MOV-00217,B-038,MAERSK-LIMA,R-03,MUELLE-A,ACEITE,SAO PAULO,2020-09-08,07:53,2020-09-10,11:43,5711.2,17.5,12,EN_REVISION,2020-09-08 07:53:00,2020-09-10 11:43:00,51.833333333333336,5.5,4.899999999999999
MOV-00224,B-028,EVER-GLORY,R-04,MUELLE-B,HARINA,MONTEVIDEO,2023-02-01,05:41,1900-01-01,14:22,4885.84,17.4,15,DESPACHADO,2023-02-01 05:41:00,1900-01-01 14:22:00,-1078935.3166666667,2.3999999999999986,1.6499999999999986
MOV-00228,B-011,ZIM-DELTA,R-03,MUELLE-E,CONTENEDORES,SHANGHAI,2020-12-21,21:37,2020-12-23,05:06,3061.88,12.7,12,RECHAZADO,2020-12-21 21:37:00,2020-12-23 05:06:00,31.483333333333334,0.6999999999999993,0.09999999999999787
MOV-00230,B-027,HAPAG-RIO,R-07,MUELLE-B,GRANOS,VALPARAISO,2022-01-27,18:43,2022-01-30,23:49,5119.68,15.3,10,EN_REVISION,2022-01-27 18:43:00,2022-01-30 23:49:00,77.1,5.300000000000001,4.800000000000001
MOV-00238,B-026,YANG-MING,R-02,MUELLE-B,MAIZ,SANTA FE,2024-10-25,00:13,2024-10-27,23:34,5163.81,12.3,10,PENDIENTE,2024-10-25 00:13:00,2024-10-27 23:34:00,71.35,2.3000000000000007,1.8000000000000007
MOV-00240,B-040,EVERGREEN-02,R-08,MUELLE-F,CONTENEDORES,SANTA FE,2022-06-16,07:32,2022-06-17,22:06,4814.52,13.9,12,PENDIENTE,2022-06-16 07:32:00,2022-06-17 22:06:00,38.56666666666667,1.9000000000000004,1.299999999999999
MOV-00241,B-006,HAPAG-SUR,R-03,MUELLE-B,TRIGO,MONTEVIDEO,2021-09-13,07:13,2021-09-13,00:00,6002.7,13.8,12,RECHAZADO,2021-09-13 07:13:00,2021-09-13 00:00:00,-7.216666666666667,1.8000000000000007,1.1999999999999993
MOV-00245,B-023,COSCO-TIGRE,R-04,MUELLE-C,SOJA,SANTA FE,2022-12-01,00:00,2022-12-03,17:16,3527.05,15.0,10,EN_REVISION,2022-12-01 00:00:00,2022-12-03 17:16:00,65.26666666666667,5.0,4.5
MOV-00247,B-006,EVER-GLORY,R-07,MUELLE-B,MINERALES,SAO PAULO,2023-04-19,17:33,2023-04-21,00:01,6590.95,14.1,12,RECHAZADO,2023-04-19 17:33:00,2023-04-21 00:01:00,30.466666666666665,2.0999999999999996,1.4999999999999982
MOV-00254,B-022,PIL-SANTA,R-08,MUELLE-C,TRIGO,SHANGHAI,1900-01-01,22:08,1900-01-01,19:49,5742.74,19.4,12,EN_REVISION,1900-01-01 22:08:00,1900-01-01 19:49:00,-2.316666666666667,7.399999999999999,6.799999999999997
MOV-00259,B-019,COSCO-TIGRE,R-07,MUELLE-A,CONTENEDORES,SAO PAULO,2024-12-07,19:39,2024-12-08,12:41,3716.45,13.0,12,DESPACHADO,2024-12-07 19:39:00,2024-12-08 12:41:00,17.033333333333335,1.0,0.3999999999999986
MOV-00262,B-024,EVER-GLORY,R-01,MUELLE-B,TRIGO,VALPARAISO,2021-11-26,17:15,2021-11-27,06:07,5181.36,14.3,10,PENDIENTE,2021-11-26 17:15:00,2021-11-27 06:07:00,12.866666666666667,4.300000000000001,3.8000000000000007
MOV-00264,B-011,ONE-PLATA,R-07,MUELLE-F,ACEITE,HAMBURG,2023-11-23,15:45,2023-11-26,18:11,5817.49,16.3,15,RECHAZADO,2023-11-23 15:45:00,2023-11-26 18:11:00,74.43333333333334,1.3000000000000007,0.5500000000000007
MOV-00268,B-025,ONE-PARANA,R-07,MUELLE-A,CONTENEDORES,SAO PAULO,2023-08-01,09:05,1900-01-01,02:32,6208.92,14.5,12,RECHAZADO,2023-08-01 09:05:00,1900-01-01 02:32:00,-1083294.55,2.5,1.8999999999999986
MOV-00270,B-030,PIL-OESTE,R-01,MUELLE-F,SOJA,VALPARAISO,2022-03-11,19:52,2022-03-12,22:17,3681.56,16.7,12,RECHAZADO,2022-03-11 19:52:00,2022-03-12 22:17:00,26.416666666666668,4.699999999999999,4.099999999999998
MOV-00274,B-013,YANG-ESTE,R-04,MUELLE-E,CONTENEDORES,ROTTERDAM,1900-01-01,00:25,2020-12-22,16:30,5062.63,13.4,12,DESPACHADO,1900-01-01 00:25:00,2020-12-22 16:30:00,1060456.0833333333,1.4000000000000004,0.7999999999999989
MOV-00275,B-017,MAERSK-LIMA,R-06,MUELLE-F,CONTENEDORES,MONTEVIDEO,2021-10-13,21:30,2021-10-14,08:24,5918.93,16.5,15,EN_REVISION,2021-10-13 21:30:00,2021-10-14 08:24:00,10.9,1.5,0.75
MOV-00283,B-001,COSCO-TIGRE,R-05,MUELLE-D,MINERALES,SHANGHAI,2021-10-07,07:23,2021-10-09,13:43,4060.33,15.9,12,RECHAZADO,2021-10-07 07:23:00,2021-10-09 13:43:00,54.333333333333336,3.9000000000000004,3.299999999999999
MOV-00284,B-031,ONE-PLATA,R-07,MUELLE-F,TRIGO,SANTA FE,2024-07-11,23:20,2024-07-14,12:25,6127.94,12.3,10,EN_REVISION,2024-07-11 23:20:00,2024-07-14 12:25:00,61.083333333333336,2.3000000000000007,1.8000000000000007
MOV-00285,B-033,EVERGLORY,R-03,MUELLE-D,SOJA,VALPARAISO,2022-09-14,21:34,2022-09-16,01:40,5642.51,14.8,10,RECHAZADO,2022-09-14 21:34:00,2022-09-16 01:40:00,28.1,4.800000000000001,4.300000000000001
MOV-00289,B-019,YANG-MING,R-04,MUELLE-F,CONTENEDORES,BUENOS AIRES,2024-10-06,22:19,2024-10-09,00:00,4054.49,16.8,10,PENDIENTE,2024-10-06 22:19:00,2024-10-09 00:00:00,49.68333333333333,6.800000000000001,6.300000000000001
MOV-00291,B-008,COSCO-STAR,R-02,MUELLE-D,TRIGO,SANTA FE,2021-01-05,12:30,2021-01-07,14:43,4705.22,16.9,15,RECHAZADO,2021-01-05 12:30:00,2021-01-07 14:43:00,50.21666666666667,1.8999999999999986,1.1499999999999986
MOV-00293,B-032,MSC-ALPHA,R-06,MUELLE-E,TRIGO,BUENOS AIRES,2024-10-19,06:08,2024-10-20,01:21,5062.71,13.9,12,DESPACHADO,2024-10-19 06:08:00,2024-10-20 01:21:00,19.216666666666665,1.9000000000000004,1.299999999999999
MOV-00299,B-020,EVERGREEN-02,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2021-02-08,02:33,1900-01-01,18:24,4661.29,13.1,12,RECHAZADO,2021-02-08 02:33:00,1900-01-01 18:24:00,-1061576.15,1.0999999999999996,0.4999999999999982
MOV-00300,B-001,EVERGREEN-02,R-04,MUELLE-A,TRIGO,VALPARAISO,2020-03-05,05:42,2020-03-06,03:50,5837.47,14.3,12,DESPACHADO,2020-03-05 05:42:00,2020-03-06 03:50:00,22.133333333333333,2.3000000000000007,1.6999999999999993
MOV-00302,B-012,ONE-PARANA,R-03,MUELLE-B,SOJA,MONTEVIDEO,2022-05-23,00:39,2022-05-24,14:44,8552.11,14.2,10,RECHAZADO,2022-05-23 00:39:00,2022-05-24 14:44:00,38.083333333333336,4.199999999999999,3.6999999999999993
MOV-00303,B-003,MSC-GENOVA,R-01,MUELLE-F,ACEITE,SAO PAULO,2022-06-01,05:16,1900-01-01,00:00,2416.08,13.1,10,EN_REVISION,2022-06-01 05:16:00,1900-01-01 00:00:00,-1073069.2666666666,3.0999999999999996,2.5999999999999996
MOV-00310,B-025,MAERSK-LIMA,R-08,MUELLE-B,SOJA,SAO PAULO,2023-06-14,10:07,2023-06-16,07:50,5940.1,11.3,10,DESPACHADO,2023-06-14 10:07:00,2023-06-16 07:50:00,45.71666666666667,1.3000000000000007,0.8000000000000007
MOV-00311,B-005,MSC-GENOVA,R-03,MUELLE-F,MAIZ,SHANGHAI,2024-07-26,02:07,2024-07-28,02:32,3517.3,15.0,12,PENDIENTE,2024-07-26 02:07:00,2024-07-28 02:32:00,48.416666666666664,3.0,2.3999999999999986
MOV-00318,B-011,YANG-MING,R-03,MUELLE-A,HARINA,SHANGHAI,2021-06-12,15:16,2021-06-15,15:21,5638.67,13.0,12,EN_REVISION,2021-06-12 15:16:00,2021-06-15 15:21:00,72.08333333333333,1.0,0.3999999999999986
MOV-00320,B-014,HAPAGSUR,R-02,MUELLE-C,MINERALES,SANTA FE,2021-10-17,18:02,2021-10-19,00:00,5638.09,11.5,10,PENDIENTE,2021-10-17 18:02:00,2021-10-19 00:00:00,29.966666666666665,1.5,1.0
MOV-00322,B-021,MSCGENOVA,R-03,MUELLE-D,MAIZ,HAMBURG,2021-06-22,16:46,2021-06-22,10:35,7401.79,17.2,12,EN_REVISION,2021-06-22 16:46:00,2021-06-22 10:35:00,-6.183333333333334,5.199999999999999,4.599999999999998
MOV-00334,B-004,PIL-SANTA,R-01,MUELLE-A,GRANOS,VALPARAISO,2021-07-06,22:10,2021-07-07,00:00,4842.24,16.6,12,DESPACHADO,2021-07-06 22:10:00,2021-07-07 00:00:00,1.8333333333333333,4.600000000000001,4.0
MOV-00335,B-019,COSCO-STAR,R-06,MUELLE-E,TRIGO,SAO PAULO,2020-01-27,21:13,2020-01-30,02:28,6248.54,13.6,10,DESPACHADO,2020-01-27 21:13:00,2020-01-30 02:28:00,53.25,3.5999999999999996,3.0999999999999996
MOV-00337,B-007,EVERGLORY,R-07,MUELLE-F,CONTENEDORES,SAO PAULO,2022-12-20,19:31,2022-12-23,00:07,5277.83,13.7,12,EN_REVISION,2022-12-20 19:31:00,2022-12-23 00:07:00,52.6,1.6999999999999993,1.0999999999999979
MOV-00342,B-038,MAERSK-LIMA,R-01,MUELLE-D,HARINA,SANTA FE,2021-05-29,04:22,2021-05-30,17:16,3637.09,16.6,10,RECHAZADO,2021-05-29 04:22:00,2021-05-30 17:16:00,36.9,6.600000000000001,6.100000000000001
MOV-00344,B-030,MAERSK-PAMPAS,R-07,MUELLE-D,GRANOS,SANTA FE,2024-05-30,07:37,2024-06-02,09:26,5561.19,12.9,12,RECHAZADO,2024-05-30 07:37:00,2024-06-02 09:26:00,73.81666666666666,0.9000000000000004,0.29999999999999893
MOV-00348,B-014,EVERGREEN-02,R-07,MUELLE-E,SOJA,MONTEVIDEO,2022-07-30,22:54,2022-07-31,17:15,3857.73,15.8,12,PENDIENTE,2022-07-30 22:54:00,2022-07-31 17:15:00,18.35,3.8000000000000007,3.1999999999999993
MOV-00353,B-003,EVERGREEN-02,R-02,MUELLE-D,SOJA,HAMBURG,2022-10-14,00:00,2022-10-16,00:06,4954.97,12.9,10,PENDIENTE,2022-10-14 00:00:00,2022-10-16 00:06:00,48.1,2.9000000000000004,2.4000000000000004
MOV-00355,B-019,CMA-ROSARIO,R-07,MUELLE-D,SOJA,BUENOS AIRES,2023-12-15,23:52,2023-12-18,11:33,4998.12,15.8,12,DESPACHADO,2023-12-15 23:52:00,2023-12-18 11:33:00,59.68333333333333,3.8000000000000007,3.1999999999999993
MOV-00361,B-033,ONE-PLATA,R-06,MUELLE-B,CONTENEDORES,SANTA FE,2020-06-07,07:36,2020-06-10,10:15,1917.76,19.1,10,PENDIENTE,2020-06-07 07:36:00,2020-06-10 10:15:00,74.65,9.100000000000001,8.600000000000001
MOV-00363,B-027,MAERSK-PAMPAS,R-03,MUELLE-E,MINERALES,SAO PAULO,2022-05-07,08:48,1900-01-01,02:57,5151.36,11.6,10,PENDIENTE,2022-05-07 08:48:00,1900-01-01 02:57:00,-1072469.85,1.5999999999999996,1.0999999999999996
MOV-00365,B-007,ZIM-DELTA,R-05,MUELLE-D,ACEITE,SANTA FE,2020-10-20,01:52,2020-10-21,22:22,4740.42,14.9,10,RECHAZADO,2020-10-20 01:52:00,2020-10-21 22:22:00,44.5,4.9,4.4
